exercise_id,canonical_key,name_de,name_en,aliases_de,aliases_en,search_terms,family_id,family_de,category_id,category_de,pattern_id,pattern_de,force_id,force_de,mechanic_id,mechanic_de,is_compound,compound_class_de,primary_muscle_id,primary_muscle_de,primary_muscle_size_1_5,primary_muscle_size_class,secondary_muscle_ids,secondary_muscles_de,secondary_muscle_count,body_region,required_equipment_ids,required_equipment_de,equipment_count,primary_equipment_id,primary_equipment_de,dynamic_joints_count,involved_muscle_mass_1_5,whole_body_demand_1_5,loadability_1_5,scalability_1_5,stability_demand_1_5,skill_demand_1_5,fatigue_cost_1_5,commonness_1_5,difficulty_1_5,difficulty_de,compound_score,priority_score,program_priority,unilateral,bodyweight,closed_chain,requires_coaching,variant_level_1_3,variant_level_de,training_goals,plan_eligible,recommended_default_display,notes,source_method,license_note,review_status,slug_de
EX000533,isometrische-nackenextension-gegen-die-hand__body,Isometrische Nackenextension gegen die Hand,Manual Isometric Neck Extension,,,Isometrische Nackenextension gegen die Hand | Manual Isometric Neck Extension | Nackentraining | Nackenmuskulatur | Trapezmuskel | Körpergewicht,FAM_NECK,Nackentraining,prehab,Prehab/Stabilisation,neck,Nacken,static,Isometrisch,isometric,Isometrisch,False,Isometrisch,NECK,Nackenmuskulatur,2,klein bis mittel,TRAPS,Trapezmuskel,1,Oberkörper,BODY,Körpergewicht,1,BODY,Körpergewicht,0,1,1,1,5,2,1,2,4,1,Einsteiger,20,43,Prehab/Zubehör,False,True,False,False,1,Kernübung,Stabilität | Prävention,False,True,Nackenübungen konservativ dosieren; bei Beschwerden fachlich abklären.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,isometrische-nackenextension-gegen-die-hand
EX000534,isometrische-nackenflexion-gegen-die-hand__body,Isometrische Nackenflexion gegen die Hand,Manual Isometric Neck Flexion,,,Isometrische Nackenflexion gegen die Hand | Manual Isometric Neck Flexion | Nackentraining | Nackenmuskulatur | Trapezmuskel | Körpergewicht,FAM_NECK,Nackentraining,prehab,Prehab/Stabilisation,neck,Nacken,static,Isometrisch,isometric,Isometrisch,False,Isometrisch,NECK,Nackenmuskulatur,2,klein bis mittel,TRAPS,Trapezmuskel,1,Oberkörper,BODY,Körpergewicht,1,BODY,Körpergewicht,0,1,1,1,5,2,1,2,4,1,Einsteiger,20,43,Prehab/Zubehör,False,True,False,False,1,Kernübung,Stabilität | Prävention,False,True,Nackenübungen konservativ dosieren; bei Beschwerden fachlich abklären.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,isometrische-nackenflexion-gegen-die-hand
EX000535,isometrische-nackenrotation-gegen-die-hand__body,Isometrische Nackenrotation gegen die Hand,Manual Isometric Neck Rotation,,,Isometrische Nackenrotation gegen die Hand | Manual Isometric Neck Rotation | Nackentraining | Nackenmuskulatur | Trapezmuskel | Körpergewicht,FAM_NECK,Nackentraining,prehab,Prehab/Stabilisation,neck,Nacken,static,Isometrisch,isometric,Isometrisch,False,Isometrisch,NECK,Nackenmuskulatur,2,klein bis mittel,TRAPS,Trapezmuskel,1,Oberkörper,BODY,Körpergewicht,1,BODY,Körpergewicht,0,1,1,1,5,2,2,2,3,2,Leicht,20,40,Prehab/Zubehör,False,True,False,False,2,Gängige Variante,Stabilität | Prävention,False,True,Nackenübungen konservativ dosieren; bei Beschwerden fachlich abklären.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,isometrische-nackenrotation-gegen-die-hand
EX000536,isometrische-seitliche-nackenflexion-gegen-die-hand__body,Isometrische seitliche Nackenflexion gegen die Hand,Manual Isometric Neck Lateral Flexion,,,Isometrische seitliche Nackenflexion gegen die Hand | Manual Isometric Neck Lateral Flexion | Nackentraining | Nackenmuskulatur | Trapezmuskel | Körpergewicht,FAM_NECK,Nackentraining,prehab,Prehab/Stabilisation,neck,Nacken,static,Isometrisch,isometric,Isometrisch,False,Isometrisch,NECK,Nackenmuskulatur,2,klein bis mittel,TRAPS,Trapezmuskel,1,Oberkörper,BODY,Körpergewicht,1,BODY,Körpergewicht,0,1,1,1,5,2,1,2,3,1,Einsteiger,20,40,Prehab/Zubehör,False,True,False,False,2,Gängige Variante,Stabilität | Prävention,False,True,Nackenübungen konservativ dosieren; bei Beschwerden fachlich abklären.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,isometrische-seitliche-nackenflexion-gegen-die-hand
EX000537,nackenextension-in-bauchlage__body-mat,Nackenextension in Bauchlage,Prone Neck Extension,,,Nackenextension in Bauchlage | Prone Neck Extension | Nackentraining | Nackenmuskulatur | Trapezmuskel | Körpergewicht | Trainingsmatte,FAM_NECK,Nackentraining,prehab,Prehab/Stabilisation,neck,Nacken,dynamic,Dynamisch,single_joint,Eingelenkig/Isolation,False,Isolation,NECK,Nackenmuskulatur,2,klein bis mittel,TRAPS,Trapezmuskel,1,Oberkörper,BODY | MAT,Körpergewicht | Trainingsmatte,2,BODY,Körpergewicht,1,1,1,1,5,2,2,2,3,2,Leicht,18,39,Prehab/Zubehör,False,True,False,False,1,Kernübung,Stabilität | Prävention,False,True,Nackenübungen konservativ dosieren; bei Beschwerden fachlich abklären.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,nackenextension-in-bauchlage
EX000538,nackenextension-mit-kopfgeschirr__neck-harness-plates,Nackenextension mit Kopfgeschirr,Neck Harness Extension,,,Nackenextension mit Kopfgeschirr | Neck Harness Extension | Nackentraining | Nackenmuskulatur | Trapezmuskel | Nackentrainer/Nacken-Geschirr | Hantelscheiben,FAM_NECK,Nackentraining,prehab,Prehab/Stabilisation,neck,Nacken,dynamic,Dynamisch,single_joint,Eingelenkig/Isolation,False,Isolation,NECK,Nackenmuskulatur,2,klein bis mittel,TRAPS,Trapezmuskel,1,Oberkörper,NECK_HARNESS | PLATES,Nackentrainer/Nacken-Geschirr | Hantelscheiben,2,NECK_HARNESS,Nackentrainer/Nacken-Geschirr,1,1,1,3,4,3,4,2,2,4,Fortgeschritten,18,39,Prehab/Zubehör,False,False,False,True,3,Spezialvariante,Stabilität | Prävention,False,False,Nackenübungen konservativ dosieren; bei Beschwerden fachlich abklären.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,nackenextension-mit-kopfgeschirr
EX000539,nackenextension-mit-widerstandsband__band,Nackenextension mit Widerstandsband,Band Neck Extension,,,Nackenextension mit Widerstandsband | Band Neck Extension | Nackentraining | Nackenmuskulatur | Trapezmuskel | Langes Widerstandsband,FAM_NECK,Nackentraining,prehab,Prehab/Stabilisation,neck,Nacken,dynamic,Dynamisch,single_joint,Eingelenkig/Isolation,False,Isolation,NECK,Nackenmuskulatur,2,klein bis mittel,TRAPS,Trapezmuskel,1,Oberkörper,BAND,Langes Widerstandsband,1,BAND,Langes Widerstandsband,1,1,1,2,4,3,3,2,2,3,Mittel,18,37,Prehab/Zubehör,False,False,False,False,3,Spezialvariante,Stabilität | Prävention,False,False,Nackenübungen konservativ dosieren; bei Beschwerden fachlich abklären.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,nackenextension-mit-widerstandsband
EX000540,nackenflexion-in-ruckenlage__body-mat,Nackenflexion in Rückenlage,Supine Neck Flexion,,,Nackenflexion in Rückenlage | Supine Neck Flexion | Nackentraining | Nackenmuskulatur | Trapezmuskel | Körpergewicht | Trainingsmatte,FAM_NECK,Nackentraining,prehab,Prehab/Stabilisation,neck,Nacken,dynamic,Dynamisch,single_joint,Eingelenkig/Isolation,False,Isolation,NECK,Nackenmuskulatur,2,klein bis mittel,TRAPS,Trapezmuskel,1,Oberkörper,BODY | MAT,Körpergewicht | Trainingsmatte,2,BODY,Körpergewicht,1,1,1,1,5,2,2,2,3,2,Leicht,18,39,Prehab/Zubehör,False,True,False,False,1,Kernübung,Stabilität | Prävention,False,True,Nackenübungen konservativ dosieren; bei Beschwerden fachlich abklären.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,nackenflexion-in-ruckenlage
EX000541,nackenflexion-mit-kopfgeschirr__neck-harness-plates,Nackenflexion mit Kopfgeschirr,Neck Harness Flexion,,,Nackenflexion mit Kopfgeschirr | Neck Harness Flexion | Nackentraining | Nackenmuskulatur | Trapezmuskel | Nackentrainer/Nacken-Geschirr | Hantelscheiben,FAM_NECK,Nackentraining,prehab,Prehab/Stabilisation,neck,Nacken,dynamic,Dynamisch,single_joint,Eingelenkig/Isolation,False,Isolation,NECK,Nackenmuskulatur,2,klein bis mittel,TRAPS,Trapezmuskel,1,Oberkörper,NECK_HARNESS | PLATES,Nackentrainer/Nacken-Geschirr | Hantelscheiben,2,NECK_HARNESS,Nackentrainer/Nacken-Geschirr,1,1,1,3,4,3,4,2,1,4,Fortgeschritten,18,36,Prehab/Zubehör,False,False,False,True,3,Spezialvariante,Stabilität | Prävention,False,False,Nackenübungen konservativ dosieren; bei Beschwerden fachlich abklären.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,nackenflexion-mit-kopfgeschirr
EX000542,nackenflexion-mit-widerstandsband__band,Nackenflexion mit Widerstandsband,Band Neck Flexion,,,Nackenflexion mit Widerstandsband | Band Neck Flexion | Nackentraining | Nackenmuskulatur | Trapezmuskel | Langes Widerstandsband,FAM_NECK,Nackentraining,prehab,Prehab/Stabilisation,neck,Nacken,dynamic,Dynamisch,single_joint,Eingelenkig/Isolation,False,Isolation,NECK,Nackenmuskulatur,2,klein bis mittel,TRAPS,Trapezmuskel,1,Oberkörper,BAND,Langes Widerstandsband,1,BAND,Langes Widerstandsband,1,1,1,2,4,3,3,2,2,3,Mittel,18,37,Prehab/Zubehör,False,False,False,False,3,Spezialvariante,Stabilität | Prävention,False,False,Nackenübungen konservativ dosieren; bei Beschwerden fachlich abklären.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,nackenflexion-mit-widerstandsband
EX000543,nackenrotation-mit-widerstandsband__band,Nackenrotation mit Widerstandsband,Band Neck Rotation,,,Nackenrotation mit Widerstandsband | Band Neck Rotation | Nackentraining | Nackenmuskulatur | Trapezmuskel | Langes Widerstandsband,FAM_NECK,Nackentraining,prehab,Prehab/Stabilisation,neck,Nacken,dynamic,Dynamisch,single_joint,Eingelenkig/Isolation,False,Isolation,NECK,Nackenmuskulatur,2,klein bis mittel,TRAPS,Trapezmuskel,1,Oberkörper,BAND,Langes Widerstandsband,1,BAND,Langes Widerstandsband,1,1,1,2,4,3,3,2,2,3,Mittel,18,37,Prehab/Zubehör,False,False,False,False,3,Spezialvariante,Stabilität | Prävention,False,False,Nackenübungen konservativ dosieren; bei Beschwerden fachlich abklären.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,nackenrotation-mit-widerstandsband
EX000544,seitliche-nackenflexion-in-seitenlage__body-mat,Seitliche Nackenflexion in Seitenlage,Side-Lying Neck Lateral Flexion,,,Seitliche Nackenflexion in Seitenlage | Side-Lying Neck Lateral Flexion | Nackentraining | Nackenmuskulatur | Trapezmuskel | Körpergewicht | Trainingsmatte,FAM_NECK,Nackentraining,prehab,Prehab/Stabilisation,neck,Nacken,dynamic,Dynamisch,single_joint,Eingelenkig/Isolation,False,Isolation,NECK,Nackenmuskulatur,2,klein bis mittel,TRAPS,Trapezmuskel,1,Oberkörper,BODY | MAT,Körpergewicht | Trainingsmatte,2,BODY,Körpergewicht,1,1,1,1,5,2,2,2,2,2,Leicht,18,35,Prehab/Zubehör,False,True,False,False,2,Gängige Variante,Stabilität | Prävention,False,False,Nackenübungen konservativ dosieren; bei Beschwerden fachlich abklären.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,seitliche-nackenflexion-in-seitenlage
EX000545,seitliche-nackenflexion-mit-kopfgeschirr__neck-harness-plates,Seitliche Nackenflexion mit Kopfgeschirr,Neck Harness Lateral Flexion,,,Seitliche Nackenflexion mit Kopfgeschirr | Neck Harness Lateral Flexion | Nackentraining | Nackenmuskulatur | Trapezmuskel | Nackentrainer/Nacken-Geschirr | Hantelscheiben,FAM_NECK,Nackentraining,prehab,Prehab/Stabilisation,neck,Nacken,dynamic,Dynamisch,single_joint,Eingelenkig/Isolation,False,Isolation,NECK,Nackenmuskulatur,2,klein bis mittel,TRAPS,Trapezmuskel,1,Oberkörper,NECK_HARNESS | PLATES,Nackentrainer/Nacken-Geschirr | Hantelscheiben,2,NECK_HARNESS,Nackentrainer/Nacken-Geschirr,1,1,1,3,4,3,4,2,1,4,Fortgeschritten,18,36,Prehab/Zubehör,False,False,False,True,3,Spezialvariante,Stabilität | Prävention,False,False,Nackenübungen konservativ dosieren; bei Beschwerden fachlich abklären.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,seitliche-nackenflexion-mit-kopfgeschirr
EX000546,seitliche-nackenflexion-mit-widerstandsband__band,Seitliche Nackenflexion mit Widerstandsband,Band Neck Lateral Flexion,,,Seitliche Nackenflexion mit Widerstandsband | Band Neck Lateral Flexion | Nackentraining | Nackenmuskulatur | Trapezmuskel | Langes Widerstandsband,FAM_NECK,Nackentraining,prehab,Prehab/Stabilisation,neck,Nacken,dynamic,Dynamisch,single_joint,Eingelenkig/Isolation,False,Isolation,NECK,Nackenmuskulatur,2,klein bis mittel,TRAPS,Trapezmuskel,1,Oberkörper,BAND,Langes Widerstandsband,1,BAND,Langes Widerstandsband,1,1,1,2,4,3,3,2,2,3,Mittel,18,37,Prehab/Zubehör,False,False,False,False,3,Spezialvariante,Stabilität | Prävention,False,False,Nackenübungen konservativ dosieren; bei Beschwerden fachlich abklären.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,seitliche-nackenflexion-mit-widerstandsband
EX000547,wrestler-bridge-statisch__body-mat,"Wrestler Bridge, statisch",Static Wrestler Bridge,,,"Wrestler Bridge, statisch | Static Wrestler Bridge | Nackentraining | Nackenmuskulatur | Trapezmuskel | Tiefe Rumpfmuskulatur | Körpergewicht | Trainingsmatte",FAM_NECK,Nackentraining,prehab,Prehab/Stabilisation,neck,Nacken,static,Isometrisch,isometric,Isometrisch,False,Isometrisch,NECK,Nackenmuskulatur,2,klein bis mittel,TRAPS | DEEP_CORE,Trapezmuskel | Tiefe Rumpfmuskulatur,2,Oberkörper,BODY | MAT,Körpergewicht | Trainingsmatte,2,BODY,Körpergewicht,0,1,3,3,3,5,5,2,2,5,Experte,24,36,Prehab/Zubehör,False,True,True,True,3,Spezialvariante,Stabilität | Prävention,False,False,Nackenübungen konservativ dosieren; bei Beschwerden fachlich abklären.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,wrestler-bridge-statisch
EX000548,liegestutz-plus__body-floor,Liegestütz Plus,Push-Up Plus,,,Liegestütz Plus | Push-Up Plus | Liegestütz | Sägemuskel | Brustmuskulatur | Trizeps | Vordere Schulter | Gerade Bauchmuskulatur | Körpergewicht | Freie Bodenfläche,FAM_PUSHUP,Liegestütz,prehab,Prehab/Stabilisation,horizontal_push,Horizontal drücken,push,Drücken,multi_joint,Mehrgelenkig,True,Hohe Mehrgelenkigkeit,SERRATUS,Sägemuskel,2,klein bis mittel,CHEST | TRICEPS | FRONT_DELTS | ABS,Brustmuskulatur | Trizeps | Vordere Schulter | Gerade Bauchmuskulatur,4,Oberkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,2,4,4,2,5,3,2,3,5,2,Leicht,74,76,Prehab/Zubehör,False,True,True,False,1,Kernübung,Stabilität | Prävention,False,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,liegestutz-plus
EX000549,scapula-liegestutz__body-floor,Scapula-Liegestütz,Scapular Push-Up,,,Scapula-Liegestütz | Scapular Push-Up | Liegestütz | Sägemuskel | Brustmuskulatur | Trizeps | Vordere Schulter | Gerade Bauchmuskulatur | Körpergewicht | Freie Bodenfläche,FAM_PUSHUP,Liegestütz,prehab,Prehab/Stabilisation,horizontal_push,Horizontal drücken,push,Drücken,multi_joint,Mehrgelenkig,True,Hohe Mehrgelenkigkeit,SERRATUS,Sägemuskel,2,klein bis mittel,CHEST | TRICEPS | FRONT_DELTS | ABS,Brustmuskulatur | Trizeps | Vordere Schulter | Gerade Bauchmuskulatur,4,Oberkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,2,4,4,1,5,3,1,2,5,1,Einsteiger,74,71,Prehab/Zubehör,False,True,True,False,1,Kernübung,Stabilität | Prävention,False,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,scapula-liegestutz
EX000550,t-raise-in-bauchlage__body-floor-mat,T-Raise in Bauchlage,Prone T Raise,,,T-Raise in Bauchlage | Prone T Raise | Hintere Schulter | Hintere Schulter | Rhomboiden und mittlerer Rücken | Trapezmuskel | Rotatorenmanschette | Körpergewicht | Freie Bodenfläche | Trainingsmatte,FAM_REAR_DELT,Hintere Schulter,prehab,Prehab/Stabilisation,scapular,Schulterblattführung,pull,Ziehen,single_joint,Eingelenkig/Isolation,False,Isolation,REAR_DELTS,Hintere Schulter,2,klein bis mittel,RHOMBOIDS | TRAPS | ROTATOR_CUFF,Rhomboiden und mittlerer Rücken | Trapezmuskel | Rotatorenmanschette,3,Oberkörper,BODY | FLOOR | MAT,Körpergewicht | Freie Bodenfläche | Trainingsmatte,3,BODY,Körpergewicht,1,2,1,1,5,2,1,2,4,1,Einsteiger,24,45,Prehab/Zubehör,False,True,False,False,2,Gängige Variante,Stabilität | Prävention,False,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,t-raise-in-bauchlage
EX000551,w-raise-in-bauchlage__body-floor-mat,W-Raise in Bauchlage,Prone W Raise,,,W-Raise in Bauchlage | Prone W Raise | Hintere Schulter | Hintere Schulter | Rhomboiden und mittlerer Rücken | Trapezmuskel | Rotatorenmanschette | Körpergewicht | Freie Bodenfläche | Trainingsmatte,FAM_REAR_DELT,Hintere Schulter,prehab,Prehab/Stabilisation,scapular,Schulterblattführung,pull,Ziehen,single_joint,Eingelenkig/Isolation,False,Isolation,REAR_DELTS,Hintere Schulter,2,klein bis mittel,RHOMBOIDS | TRAPS | ROTATOR_CUFF,Rhomboiden und mittlerer Rücken | Trapezmuskel | Rotatorenmanschette,3,Oberkörper,BODY | FLOOR | MAT,Körpergewicht | Freie Bodenfläche | Trainingsmatte,3,BODY,Körpergewicht,1,2,1,1,5,2,1,2,4,1,Einsteiger,24,45,Prehab/Zubehör,False,True,False,False,2,Gängige Variante,Stabilität | Prävention,False,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,w-raise-in-bauchlage
EX000552,y-t-w-kombination-in-bauchlage__body-floor-mat,Y-T-W-Kombination in Bauchlage,Prone Y-T-W,,,Y-T-W-Kombination in Bauchlage | Prone Y-T-W | Hintere Schulter | Hintere Schulter | Rhomboiden und mittlerer Rücken | Trapezmuskel | Rotatorenmanschette | Körpergewicht | Freie Bodenfläche | Trainingsmatte,FAM_REAR_DELT,Hintere Schulter,prehab,Prehab/Stabilisation,scapular,Schulterblattführung,pull,Ziehen,single_joint,Eingelenkig/Isolation,False,Isolation,REAR_DELTS,Hintere Schulter,2,klein bis mittel,RHOMBOIDS | TRAPS | ROTATOR_CUFF,Rhomboiden und mittlerer Rücken | Trapezmuskel | Rotatorenmanschette,3,Oberkörper,BODY | FLOOR | MAT,Körpergewicht | Freie Bodenfläche | Trainingsmatte,3,BODY,Körpergewicht,1,2,1,1,5,3,2,2,4,2,Leicht,24,45,Prehab/Zubehör,False,True,False,False,2,Gängige Variante,Stabilität | Prävention,False,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,y-t-w-kombination-in-bauchlage
EX000553,aussenrotation-am-kabelzug-am-korper__cable,Aussenrotation am Kabelzug am Körper,Cable External Rotation at Side,,,Aussenrotation am Kabelzug am Körper | Cable External Rotation at Side | Schulterblatt/Rotatorenmanschette | Rotatorenmanschette | Rhomboiden und mittlerer Rücken | Trapezmuskel | Sägemuskel | Rotatorenmanschette | Einfacher Kabelzug,FAM_SHOULDER_PREHAB,Schulterblatt/Rotatorenmanschette,prehab,Prehab/Stabilisation,scapular,Schulterblattführung,push,Drücken,single_joint,Eingelenkig/Isolation,False,Isolation,ROTATOR_CUFF,Rotatorenmanschette,1,klein,RHOMBOIDS | TRAPS | SERRATUS | ROTATOR_CUFF,Rhomboiden und mittlerer Rücken | Trapezmuskel | Sägemuskel | Rotatorenmanschette,4,Oberkörper,CABLE,Einfacher Kabelzug,1,CABLE,Einfacher Kabelzug,1,2,1,3,5,2,1,2,5,1,Einsteiger,24,58,Prehab/Zubehör,False,False,False,False,1,Kernübung,Stabilität | Prävention,False,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,aussenrotation-am-kabelzug-am-korper
EX000554,aussenrotation-am-kabelzug-bei-90-abduktion__cable,Aussenrotation am Kabelzug bei 90° Abduktion,90-Degree Cable External Rotation,,,Aussenrotation am Kabelzug bei 90° Abduktion | 90-Degree Cable External Rotation | Schulterblatt/Rotatorenmanschette | Rotatorenmanschette | Rhomboiden und mittlerer Rücken | Trapezmuskel | Sägemuskel | Rotatorenmanschette | Einfacher Kabelzug,FAM_SHOULDER_PREHAB,Schulterblatt/Rotatorenmanschette,prehab,Prehab/Stabilisation,scapular,Schulterblattführung,push,Drücken,single_joint,Eingelenkig/Isolation,False,Isolation,ROTATOR_CUFF,Rotatorenmanschette,1,klein,RHOMBOIDS | TRAPS | SERRATUS | ROTATOR_CUFF,Rhomboiden und mittlerer Rücken | Trapezmuskel | Sägemuskel | Rotatorenmanschette,4,Oberkörper,CABLE,Einfacher Kabelzug,1,CABLE,Einfacher Kabelzug,1,2,1,3,5,3,2,2,4,2,Leicht,24,55,Prehab/Zubehör,False,False,False,False,2,Gängige Variante,Stabilität | Prävention,False,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,aussenrotation-am-kabelzug-bei-90-abduktion
EX000555,aussenrotation-mit-widerstandsband-am-korper__band,Aussenrotation mit Widerstandsband am Körper,Band External Rotation at Side,,,Aussenrotation mit Widerstandsband am Körper | Band External Rotation at Side | Schulterblatt/Rotatorenmanschette | Rotatorenmanschette | Rhomboiden und mittlerer Rücken | Trapezmuskel | Sägemuskel | Rotatorenmanschette | Langes Widerstandsband,FAM_SHOULDER_PREHAB,Schulterblatt/Rotatorenmanschette,prehab,Prehab/Stabilisation,scapular,Schulterblattführung,push,Drücken,single_joint,Eingelenkig/Isolation,False,Isolation,ROTATOR_CUFF,Rotatorenmanschette,1,klein,RHOMBOIDS | TRAPS | SERRATUS | ROTATOR_CUFF,Rhomboiden und mittlerer Rücken | Trapezmuskel | Sägemuskel | Rotatorenmanschette,4,Oberkörper,BAND,Langes Widerstandsband,1,BAND,Langes Widerstandsband,1,2,1,1,5,2,1,2,5,1,Einsteiger,24,48,Prehab/Zubehör,False,False,False,False,1,Kernübung,Stabilität | Prävention,False,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,aussenrotation-mit-widerstandsband-am-korper
EX000556,aussenrotation-mit-widerstandsband-bei-90-abduktion__band,Aussenrotation mit Widerstandsband bei 90° Abduktion,90-Degree Band External Rotation,,,Aussenrotation mit Widerstandsband bei 90° Abduktion | 90-Degree Band External Rotation | Schulterblatt/Rotatorenmanschette | Rotatorenmanschette | Rhomboiden und mittlerer Rücken | Trapezmuskel | Sägemuskel | Rotatorenmanschette | Langes Widerstandsband,FAM_SHOULDER_PREHAB,Schulterblatt/Rotatorenmanschette,prehab,Prehab/Stabilisation,scapular,Schulterblattführung,push,Drücken,single_joint,Eingelenkig/Isolation,False,Isolation,ROTATOR_CUFF,Rotatorenmanschette,1,klein,RHOMBOIDS | TRAPS | SERRATUS | ROTATOR_CUFF,Rhomboiden und mittlerer Rücken | Trapezmuskel | Sägemuskel | Rotatorenmanschette,4,Oberkörper,BAND,Langes Widerstandsband,1,BAND,Langes Widerstandsband,1,2,1,2,5,3,2,2,4,2,Leicht,24,50,Prehab/Zubehör,False,False,False,False,2,Gängige Variante,Stabilität | Prävention,False,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,aussenrotation-mit-widerstandsband-bei-90-abduktion
