exercise_id,exercise_name_de,muscle_id,muscle_name_de,role,contribution_weight_1_5,role_order,muscle_size_1_5,region
EX000831,Alternierender Hammer Curl,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000832,Alternierender Kurzhantel-Curl,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000832,Alternierender Kurzhantel-Curl,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000832,Alternierender Kurzhantel-Curl,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000833,Alternierender Schrägbank-Curl,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000833,Alternierender Schrägbank-Curl,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000833,Alternierender Schrägbank-Curl,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000834,Bayesian Cable Curl,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000834,Bayesian Cable Curl,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000834,Bayesian Cable Curl,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000835,Bayesian Cable Curl beidarmig,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000835,Bayesian Cable Curl beidarmig,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000835,Bayesian Cable Curl beidarmig,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000836,Bizepscurl am Schlingentrainer,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000836,Bizepscurl am Schlingentrainer,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000836,Bizepscurl am Schlingentrainer,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000836,Bizepscurl am Schlingentrainer,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000837,Bizepscurl an der Maschine,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000837,Bizepscurl an der Maschine,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000837,Bizepscurl an der Maschine,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000838,Bizepscurl mit Widerstandsband,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000838,Bizepscurl mit Widerstandsband,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000838,Bizepscurl mit Widerstandsband,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000839,Bottom-up Kettlebell-Curl,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000839,Bottom-up Kettlebell-Curl,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000839,Bottom-up Kettlebell-Curl,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000840,Cheat Curl mit Langhantel,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000840,Cheat Curl mit Langhantel,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000840,Cheat Curl mit Langhantel,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000840,Cheat Curl mit Langhantel,ERECTORS,Rückenstrecker,secondary,3,3,4,Rumpf
EX000840,Cheat Curl mit Langhantel,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000841,Cross-Body Hammer Curl,BRACHIALIS,Brachialis,primary,5,1,1,Oberkörper
EX000841,Cross-Body Hammer Curl,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000841,Cross-Body Hammer Curl,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000842,Drag Curl mit Kurzhanteln,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000842,Drag Curl mit Kurzhanteln,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000842,Drag Curl mit Kurzhanteln,REAR_DELTS,Hintere Schulter,secondary,3,2,2,Oberkörper
EX000842,Drag Curl mit Kurzhanteln,FOREARMS,Unterarmmuskulatur,secondary,3,3,2,Oberkörper
EX000843,Drag Curl mit Langhantel,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000843,Drag Curl mit Langhantel,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000843,Drag Curl mit Langhantel,REAR_DELTS,Hintere Schulter,secondary,3,2,2,Oberkörper
EX000843,Drag Curl mit Langhantel,FOREARMS,Unterarmmuskulatur,secondary,3,3,2,Oberkörper
EX000844,Einarmiger Bizepscurl am Schlingentrainer,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000844,Einarmiger Bizepscurl am Schlingentrainer,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000844,Einarmiger Bizepscurl am Schlingentrainer,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000844,Einarmiger Bizepscurl am Schlingentrainer,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000844,Einarmiger Bizepscurl am Schlingentrainer,OBLIQUES,Seitliche Bauchmuskulatur,secondary,2,4,3,Rumpf
EX000845,Einarmiger Bizepscurl an der Maschine,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000845,Einarmiger Bizepscurl an der Maschine,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000845,Einarmiger Bizepscurl an der Maschine,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000846,Einarmiger Bizepscurl mit Widerstandsband,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000846,Einarmiger Bizepscurl mit Widerstandsband,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000846,Einarmiger Bizepscurl mit Widerstandsband,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000847,Einarmiger Kabel-Curl im Stehen,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000847,Einarmiger Kabel-Curl im Stehen,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000847,Einarmiger Kabel-Curl im Stehen,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000848,Einarmiger Kabel-Curl von oben,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000848,Einarmiger Kabel-Curl von oben,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000848,Einarmiger Kabel-Curl von oben,FRONT_DELTS,Vordere Schulter,secondary,3,2,2,Oberkörper
EX000849,Einarmiger Kurzhantel-Curl mit Pause,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000849,Einarmiger Kurzhantel-Curl mit Pause,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000849,Einarmiger Kurzhantel-Curl mit Pause,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000850,Hammer Curl auf der Schrägbank,BRACHIALIS,Brachialis,primary,5,1,1,Oberkörper
EX000850,Hammer Curl auf der Schrägbank,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000850,Hammer Curl auf der Schrägbank,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000851,Hammer Curl auf der Scottbank,BRACHIALIS,Brachialis,primary,5,1,1,Oberkörper
EX000851,Hammer Curl auf der Scottbank,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000851,Hammer Curl auf der Scottbank,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000852,Hammer Curl im Stehen,BRACHIALIS,Brachialis,primary,5,1,1,Oberkörper
EX000852,Hammer Curl im Stehen,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000852,Hammer Curl im Stehen,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000853,Hammer Curl mit Widerstandsband,BRACHIALIS,Brachialis,primary,5,1,1,Oberkörper
EX000853,Hammer Curl mit Widerstandsband,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000853,Hammer Curl mit Widerstandsband,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000854,Kabel-Curl im tiefen Ausfallschritt,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000854,Kabel-Curl im tiefen Ausfallschritt,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000854,Kabel-Curl im tiefen Ausfallschritt,ABS,Gerade Bauchmuskulatur,secondary,3,2,3,Rumpf
EX000854,Kabel-Curl im tiefen Ausfallschritt,GLUTES,Gesässmuskulatur,secondary,3,3,5,Unterkörper
EX000855,Kabel-Curl mit gerader Stange,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000855,Kabel-Curl mit gerader Stange,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000855,Kabel-Curl mit gerader Stange,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000856,Kabel-Curl mit Seil,BRACHIALIS,Brachialis,primary,5,1,1,Oberkörper
EX000856,Kabel-Curl mit Seil,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000856,Kabel-Curl mit Seil,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000857,Kabel-Curl mit SZ-Griff,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000857,Kabel-Curl mit SZ-Griff,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000857,Kabel-Curl mit SZ-Griff,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000858,Kabel-Curl von oben,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000858,Kabel-Curl von oben,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000858,Kabel-Curl von oben,FRONT_DELTS,Vordere Schulter,secondary,3,2,2,Oberkörper
EX000859,Kabel-Hammer-Curl einarmig,BRACHIALIS,Brachialis,primary,5,1,1,Oberkörper
EX000859,Kabel-Hammer-Curl einarmig,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000859,Kabel-Hammer-Curl einarmig,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000860,Kettlebell-Curl im Stehen,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000860,Kettlebell-Curl im Stehen,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000860,Kettlebell-Curl im Stehen,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000861,Kettlebell-Hammer-Curl,BRACHIALIS,Brachialis,primary,5,1,1,Oberkörper
EX000861,Kettlebell-Hammer-Curl,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000861,Kettlebell-Hammer-Curl,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000862,Konzentrationscurl,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000862,Konzentrationscurl,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000862,Konzentrationscurl,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000863,Kurzhantel-Curl auf der Schrägbank,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000863,Kurzhantel-Curl auf der Schrägbank,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000863,Kurzhantel-Curl auf der Schrägbank,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000864,Kurzhantel-Curl im Sitzen,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000864,Kurzhantel-Curl im Sitzen,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000864,Kurzhantel-Curl im Sitzen,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000865,Kurzhantel-Curl im Stehen,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000865,Kurzhantel-Curl im Stehen,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000865,Kurzhantel-Curl im Stehen,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000866,Kurzhantel-Curl mit langsamer Exzentrik,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000866,Kurzhantel-Curl mit langsamer Exzentrik,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000866,Kurzhantel-Curl mit langsamer Exzentrik,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000867,Kurzhantel-Curl mit Supination,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000867,Kurzhantel-Curl mit Supination,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000867,Kurzhantel-Curl mit Supination,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000868,Langhantel-Curl im Stehen,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000868,Langhantel-Curl im Stehen,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000868,Langhantel-Curl im Stehen,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000869,Langhantel-Curl mit engem Griff,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000869,Langhantel-Curl mit engem Griff,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000869,Langhantel-Curl mit engem Griff,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000870,Langhantel-Curl mit Pause oben,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000870,Langhantel-Curl mit Pause oben,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000870,Langhantel-Curl mit Pause oben,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000871,Langhantel-Curl mit weitem Griff,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000871,Langhantel-Curl mit weitem Griff,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000871,Langhantel-Curl mit weitem Griff,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000872,Liegender Kabel-Curl,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000872,Liegender Kabel-Curl,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000872,Liegender Kabel-Curl,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000873,Reverse Curl am Kabelzug,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000873,Reverse Curl am Kabelzug,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000873,Reverse Curl am Kabelzug,BICEPS,Bizeps,secondary,3,2,2,Oberkörper
EX000874,Reverse Curl mit Kurzhanteln,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000874,Reverse Curl mit Kurzhanteln,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000874,Reverse Curl mit Kurzhanteln,BICEPS,Bizeps,secondary,3,2,2,Oberkörper
EX000875,Reverse Curl mit Langhantel,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000875,Reverse Curl mit Langhantel,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000875,Reverse Curl mit Langhantel,BICEPS,Bizeps,secondary,3,2,2,Oberkörper
EX000876,Reverse Curl mit SZ-Stange,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000876,Reverse Curl mit SZ-Stange,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000876,Reverse Curl mit SZ-Stange,BICEPS,Bizeps,secondary,3,2,2,Oberkörper
EX000877,Scott-Curl am Kabelzug,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000877,Scott-Curl am Kabelzug,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000877,Scott-Curl am Kabelzug,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000878,Scott-Curl mit Kurzhantel,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000878,Scott-Curl mit Kurzhantel,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000878,Scott-Curl mit Kurzhantel,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000879,Scott-Curl mit Langhantel,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000879,Scott-Curl mit Langhantel,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000879,Scott-Curl mit Langhantel,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000880,Scott-Curl mit SZ-Stange,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000880,Scott-Curl mit SZ-Stange,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000880,Scott-Curl mit SZ-Stange,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000881,Sitzender Langhantel-Curl aus halber ROM,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000881,Sitzender Langhantel-Curl aus halber ROM,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000881,Sitzender Langhantel-Curl aus halber ROM,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000882,Spider Curl am Kabelzug,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000882,Spider Curl am Kabelzug,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000882,Spider Curl am Kabelzug,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000883,Spider Curl mit Kurzhanteln,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000883,Spider Curl mit Kurzhanteln,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000883,Spider Curl mit Kurzhanteln,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000884,Spider Curl mit Langhantel,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000884,Spider Curl mit Langhantel,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000884,Spider Curl mit Langhantel,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000885,Spider Curl mit SZ-Stange,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000885,Spider Curl mit SZ-Stange,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000885,Spider Curl mit SZ-Stange,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000886,SZ-Curl im Stehen,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000886,SZ-Curl im Stehen,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000886,SZ-Curl im Stehen,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000887,SZ-Curl mit engem Griff,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000887,SZ-Curl mit engem Griff,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000887,SZ-Curl mit engem Griff,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000888,SZ-Curl mit weitem Griff,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000888,SZ-Curl mit weitem Griff,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000888,SZ-Curl mit weitem Griff,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000889,Zottman Curl,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000889,Zottman Curl,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000889,Zottman Curl,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000890,Zottman Curl im Sitzen,BICEPS,Bizeps,primary,5,1,2,Oberkörper
EX000890,Zottman Curl im Sitzen,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000890,Zottman Curl im Sitzen,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000891,Aktives Hängen an der Klimmzugstange,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000891,Aktives Hängen an der Klimmzugstange,LATS,Latissimus,secondary,3,1,4,Oberkörper
EX000891,Aktives Hängen an der Klimmzugstange,TRAPS,Trapezmuskel,secondary,3,2,3,Oberkörper
EX000891,Aktives Hängen an der Klimmzugstange,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000892,Bottom-up Kettlebell Hold,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000892,Bottom-up Kettlebell Hold,ROTATOR_CUFF,Rotatorenmanschette,secondary,3,1,1,Oberkörper
EX000892,Bottom-up Kettlebell Hold,FRONT_DELTS,Vordere Schulter,secondary,3,2,2,Oberkörper
EX000892,Bottom-up Kettlebell Hold,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000893,Bottom-up Kettlebell Hold über Kopf,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000893,Bottom-up Kettlebell Hold über Kopf,ROTATOR_CUFF,Rotatorenmanschette,secondary,3,1,1,Oberkörper
EX000893,Bottom-up Kettlebell Hold über Kopf,TRAPS,Trapezmuskel,secondary,3,2,3,Oberkörper
EX000893,Bottom-up Kettlebell Hold über Kopf,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000893,Bottom-up Kettlebell Hold über Kopf,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000894,Einarmiger Handgelenkcurl mit Kurzhantel,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000894,Einarmiger Handgelenkcurl mit Kurzhantel,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000895,Einarmiger Hantelscheiben-Pinch Hold,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000895,Einarmiger Hantelscheiben-Pinch Hold,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000895,Einarmiger Hantelscheiben-Pinch Hold,TRAPS,Trapezmuskel,secondary,3,2,3,Oberkörper
EX000895,Einarmiger Hantelscheiben-Pinch Hold,OBLIQUES,Seitliche Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000896,Einarmiger Pinch-Block Hold,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000896,Einarmiger Pinch-Block Hold,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000896,Einarmiger Pinch-Block Hold,TRAPS,Trapezmuskel,secondary,3,2,3,Oberkörper
EX000896,Einarmiger Pinch-Block Hold,OBLIQUES,Seitliche Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000897,Einarmiger Reverse Handgelenkcurl,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000897,Einarmiger Reverse Handgelenkcurl,BRACHIALIS,Brachialis,secondary,3,1,1,Oberkörper
EX000898,Einarmiges Hängen an der Klimmzugstange,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000898,Einarmiges Hängen an der Klimmzugstange,LATS,Latissimus,secondary,3,1,4,Oberkörper
EX000898,Einarmiges Hängen an der Klimmzugstange,TRAPS,Trapezmuskel,secondary,3,2,3,Oberkörper
EX000898,Einarmiges Hängen an der Klimmzugstange,OBLIQUES,Seitliche Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000899,Finger-Liegestütz an der Wand,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000899,Finger-Liegestütz an der Wand,CHEST,Brustmuskulatur,secondary,3,1,4,Oberkörper
EX000899,Finger-Liegestütz an der Wand,TRICEPS,Trizeps,secondary,3,2,3,Oberkörper
EX000900,Finger-Liegestütz im Vierfüsslerstand,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000900,Finger-Liegestütz im Vierfüsslerstand,CHEST,Brustmuskulatur,secondary,3,1,4,Oberkörper
EX000900,Finger-Liegestütz im Vierfüsslerstand,TRICEPS,Trizeps,secondary,3,2,3,Oberkörper
EX000900,Finger-Liegestütz im Vierfüsslerstand,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000901,Fingerstrecken mit Miniband,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000902,Handgelenkcurl am Kabelzug,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000902,Handgelenkcurl am Kabelzug,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000903,Handgelenkcurl hinter dem Rücken mit Langhantel,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000903,Handgelenkcurl hinter dem Rücken mit Langhantel,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000904,Handgelenkcurl mit Kurzhanteln im Sitzen,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000904,Handgelenkcurl mit Kurzhanteln im Sitzen,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000905,Handgelenkcurl mit Langhantel im Sitzen,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000905,Handgelenkcurl mit Langhantel im Sitzen,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000906,Handgelenkcurl mit SZ-Stange,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000906,Handgelenkcurl mit SZ-Stange,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000907,Handgelenkcurl mit Widerstandsband,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000907,Handgelenkcurl mit Widerstandsband,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000908,Handtrainer-Griff isometrisch halten,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000909,Handtrainer-Griff mit Negativwiederholung,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000910,Handtrainer-Griff schliessen,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000911,Handtuch-Hängen an der Klimmzugstange,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000911,Handtuch-Hängen an der Klimmzugstange,LATS,Latissimus,secondary,3,1,4,Oberkörper
EX000911,Handtuch-Hängen an der Klimmzugstange,BICEPS,Bizeps,secondary,3,2,2,Oberkörper
EX000911,Handtuch-Hängen an der Klimmzugstange,TRAPS,Trapezmuskel,secondary,3,3,3,Oberkörper
EX000912,Hantelscheiben-Pinch Hold,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000912,Hantelscheiben-Pinch Hold,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000912,Hantelscheiben-Pinch Hold,TRAPS,Trapezmuskel,secondary,3,2,3,Oberkörper
EX000913,Hängen an Turnringen,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000913,Hängen an Turnringen,LATS,Latissimus,secondary,3,1,4,Oberkörper
EX000913,Hängen an Turnringen,TRAPS,Trapezmuskel,secondary,3,2,3,Oberkörper
EX000913,Hängen an Turnringen,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000914,Hängen an zwei Handtüchern,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000914,Hängen an zwei Handtüchern,LATS,Latissimus,secondary,3,1,4,Oberkörper
EX000914,Hängen an zwei Handtüchern,BICEPS,Bizeps,secondary,3,2,2,Oberkörper
EX000914,Hängen an zwei Handtüchern,TRAPS,Trapezmuskel,secondary,3,3,3,Oberkörper
EX000915,Kettlebell-Griffhalten,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000915,Kettlebell-Griffhalten,TRAPS,Trapezmuskel,secondary,3,1,3,Oberkörper
